,Unnamed: 0,review_date,rating,mrp,country,product_id,trans_review
1337,1340,2024-01-10,5,59999,the United States,13700K,"It is what it is, an action packed CPU"
1338,1341,2024-01-17,5,59999,the United States,13700K,"Nice processor works great, stays cool."
1339,1342,2022-12-07,5,59999,the United States,13700K,"Above are screenshots of my Passmark benchmark, both systems exactly the same, except the first picture has the 13700K and the second picture has the 12700K in it. The rest of the components are HX1200, Asus ROG Maximus Hero Z690, Gskill Trident DDR5 F5 6000Mhz, Adata Legend 840 SSD X2 set up in RAID 0. Vetroo Lurker 240mm AIO water cooling, Power color RX 6900 XT. I run all (P) cores synced at 5300 MHz. Temps idle at about 32 to 35C, hard benchmarking takes it up as high as 88 C once, typically about 75C. Ordinary gaming, tasking takes it to about 45 to 50C. If you are wondering if its worth the upgrade, it is. But considering that my system is one of the fastest in the world with these components, I would have to say that upgrading to a Z790 motherboard is NOT worth it if you already have a Z690. That is all, and good day to you."
1340,1343,2023-12-15,5,59999,the United States,13700K,So I am building my new system starting with I7-13700k upgrading from my pre built Alienware I7-9700k it came out incredible and fast. Love Intel.
1341,1344,2023-04-10,5,59999,the United States,13700K,"If you’re looking at this as a gaming-only processor, you’ll probably get 95% of the gaming performance this offers with the cheaper and cooler i5-13600k. Save your money and put it into a better GPU over buying this because that will actually result in more FPS where this processor (over the 13600k) will not.  That being said, this processor is a monster. It’s a bear to keep cool but it has the performance to back it up. Most stable and speedy system I’ve ever owned. 13th gen might have come out before Ryzen 7000 series, but I still think it’s the winner.  EK’s Nucleus 360mm AIO did a great job at keeping this CPU under control."
1342,1345,2023-07-17,4,59999,the United States,13700K,"Upgraded from Asus Prime Z390-A (i7 9700k) to Asus ROG Strix Z790-1 Wifi D4 (i7 13700k). Using Noctua NH-U12A air cooler. Temperatures around 60 C when gaming, with spikes around 75 C. Most users report this processor tends to run hot. I have not stress tested but have heard reports of throttling when under extreme (not typical user) load. Overall happy with the choice."
1343,1346,2023-10-15,4,59999,the United States,13700K,good intel cpu but overpriced. good graphics with intel 770 uhd.
1344,1347,2023-04-23,5,59999,the United States,13700K,"This was the first Generation 13 processor we used in a build. Of course the actual build procedure is no different than before so not much can be said for that. Our test show it is about 9% faster than its same-numbered 12th generation. The other thing we did see from our tests is that again 12th vs.13th the newer processor appears to run about 2°-3° C lower in temperature under somewhat similar conditions. All in all, obviously we will be doing our building going forward with 13 series processors we can't see justification for anyone taking their i9-12900k out and installing i9-13900k. The gains would probably not be really experienced."
1345,1348,2024-04-02,5,82350,India,13900K,Cool processor
1346,1349,2023-10-13,5,82350,India,13900K,This processor is all-rounder for every tasks you do on PC from small to CPU intensive applications. If you are looking for vast performance with heavy production tasks this is very nice to have. Best to use with Motherboard DDR5 and PCI-E 5.0 supported motherboards.
1347,1350,2023-08-24,5,82350,India,13900K,"The Intel Core i9 13900K is an absolute powerhouse! Its blazing speeds and unrivaled performance have transformed my computing experience. Multitasking is a breeze, and demanding applications run seamlessly. The advanced technology and impressive efficiency make it a must-have for any tech enthusiast. Truly a 5-star gem!  I recommend this CPU for 8K gaming and stream."
1348,1351,2023-11-10,3,82350,India,13900K,"It is working almost same as my 10 yr old DELL XPS laptop, swapped with a SATA SSD, and i7 second gen processor. I don't know whats improved. But it's doing its job I guess.. in my 2 weeks of usage I have seen it's temprature rised above 80°C once. Wasn't expecting that from current refined and powerful generations. I am using liquid cooling on top of this. And yet it hit 80°C. What I was doing when that happened was trying to open a game. And one thing that I missed was to disable the integrated graphics because I have dedicated GPU. It was just for a moment the CPU was used during the game launch and after it started using the GPU. But until that switch happened, under less than a minute of CPU usage, it reached to 80°c. I mean since these are premium products, there should be some protection layers blocking such usages, and close the programs instead rather than hitting its performance.  But anyways, I disabled the integrated device and then it's all smooth. Everything normal except for that one instance explained above. Parallel processing is still shitty though with Windows OS. Same kind of processors on Mac before Apple silicon came in were working more efficiently. So I guess it's prob with windows OS, but not processors."
1349,1352,2022-12-05,5,82350,India,13900K,Nice processor Good performance Good over clocking Nice performance Takes loads Getting god fps in all games like gta5 etc
1350,1353,2023-03-26,5,82350,Australia,13900K,good
1351,1354,2024-05-13,2,82350,the Netherlands,13900K,It's not Amazon's issue but the processor I bought is faulty. I'm experiencing crashes while playing games. It's so annoying and so time-consuming. I had so many stressful moments because of this.
1352,1355,2024-06-10,5,82350,Canada,13900K,"A monster, I built a gigantic computer of madmen and this processor can hardly undergo stress.A monster construction and it can take everything that clashes."
1353,1356,2023-10-05,5,82350,Brazil,13900K,Play video after over 10 years with a core i7 I decided to upgrade for this processor and it is amazing.
1354,1357,2024-05-03,5,82350,the United States,13900K,"I love it, works great. I paired this with 128GB using G.SKILL Ripjaws S5 Series (Intel XMP 3.0) DDR5 RAM 64GB (2x32GB) 5600MT/s CL28-34-34-89 1.35V Desktop Computer Memory UDIMM - Matte Black (F5-5600J2834F32GX2-RS5K), this is the fasted 5600 MT/s DDR5 I could find on Amazon at the time of purchase and I specifically chose the 5600 MT/s because as it is advertised on Intel's website for the i9-13900k. It works really good, very very fast, and can ***multi task heavy software like they're nothing*** and with a push pull AIO it averages around 28*C and when I'm gaming it stays around 50-40*C with graphics maxed out. Much love and gratitude to Intel! This works great with gaming and also data science, which work is the main reason I bought this. I also used the Thermal Grizzly - KryoSheet (38x38x0,2mm) for this as well so I don't have to worry about paste drying up on my i9 <3 and lemmy tell you it fits PERFECTLY and pairs well with a CPU contact frame too, and after almost half a year I've yet to have any problems, only good results."
1355,1358,2023-08-02,3,82350,France,13900K,"Torn parcel, it looks like you have sought to see the interior.We will see at editing"
1356,1359,2023-11-20,5,82350,Italy,13900K,"Nothing to say about this little monster.I highly recommend buying the 13 Series and not the 14, the last really pacifier too much current ... I went from the i9-14900k to 13900k for this thing"
1357,1360,2023-05-06,1,82350,the United Kingdom,13900K,After 3 months it appeared that my processor is faulty. I discussed the issue with Intel support and they happily agreed to replace it with a new one. But I still had to discuss this with the reseller. They have a very bad support and hardly answer my messages time to time with short sentences.
1358,1361,2023-10-14,5,82350,the United States,13900K,"Rating: ⭐⭐⭐⭐⭐  The Intel Core i9-13900K Gaming Desktop Processor is a powerhouse that caters to both gamers and professionals, offering exceptional performance and flexibility.  Pros:  1. Hybrid Core Design: With 8 P-cores (Performance cores) and 16 E-cores (Efficiency cores), this CPU offers versatility for a wide range of tasks. It excels in both single-threaded and multi-threaded applications, making it suitable for gaming and productivity. 2. Integrated Graphics: The integrated graphics allow you to run your system without a dedicated GPU if needed. While it might not be ideal for gaming, it’s a valuable backup for troubleshooting or when a dedicated GPU is unavailable. 3. Unlocked: The “unlocked” designation means you have the flexibility to overclock the CPU for even more performance, provided you have a compatible motherboard. 4. Exceptional Performance: The i9-13900K is built for performance, with high clock speeds and a substantial number of cores and threads. It can handle demanding tasks without breaking a sweat. 5. Intel Quality: Intel is renowned for the quality and reliability of its processors. You can trust that this CPU is built to last.  Cons:  1. Price: High-end performance comes at a high-end price. This processor may be overkill for users who don’t require extreme performance or have budget constraints.  In summary, the Intel Core i9-13900K Gaming Desktop Processor is a beast of a CPU that caters to power users, gamers, and professionals who require top-tier performance. It combines a hybrid core design with integrated graphics, making it a versatile choice for various tasks. While the price tag might be intimidating, if you’re serious about your computing needs and want a CPU that can handle it all, this processor is an excellent investment. Highly recommended for enthusiasts and professionals who demand the best!"
1359,1362,2023-09-09,5,82350,Italy,13900K,Super
1360,1363,2023-05-29,5,82350,Brazil,13900K,Very good doesn't have to complain only the price that hurts kkkkkkkk
1361,1364,2023-03-31,5,82350,Mexico,13900K,"I changed my system of an 11th generation processor to this generation 13. I use it mainly to decode video, which does so in a quarter of the time with respect to the previous one, the only problem is that it does not bring a fan, and it is heatedToo too, if you want to make overclock a lot of processing power, but you will require a dissipated with enough capacity to cool it, not anyone will serve you"
1362,1365,2024-06-10,5,82350,Canada,13900K,Excellent product
1363,1366,2024-05-22,5,82350,Canada,13900K,In my opinion it is the best processor to gamer ...
1364,1367,2023-04-24,1,82350,the United Kingdom,13900K,Don’t buy from this seller. This company sells faulty products. The courier charge to return the faulty product to USA is very expensive!!
1365,1368,2023-09-12,5,82350,Mexico,13900K,Everything came well.I really liked product packaging.Very good.
1366,1369,2023-12-13,5,82350,the United States,13900K,"So I am no tech guru or anything. I cannot delve into the technical nuances of this cpu like some can. What I can tell you is this. The i9-13900k has significantly increased my productivity. Being able to run multiple CPU heavy applications completely changed the way I work. Yes I know this CPU runs notoriously hot, but it seems a good quality AIO tames it well. I have the 13900k running on an Gigabyte Z790 Aorus Master X motherboard with 128 gigs of ram and I use the NZXT Kraken 360 Elite to cool it. The Kraken Elite does manage the heat well and my systems idles at 28-29 degrees. This CPU is way overkill for a gamer, but for someone like me that does a lot of 3D modeling and rendering, its great. I do have the cpu slightly overclocked using the Intel Extreme Tuning Utility in automatic overclock. I have not had any crashes and havent noticed any thermal throttling at all with this setup."
1367,1370,2024-04-09,1,82350,Italy,13900K,Play Video
1368,1371,2022-11-07,5,82350,Japan,13900K,"Offset -1.00, ASROCK Z790 PRO RS/D4 BIOS 360mm Simple water cooling settings 265W limit Multi: 40403 Single: 2285 Maximum temperature: 70 degrees For error, measurement for 10 minutes → Multi without error: 40215 maximum temperature: 77 degrees Multi Multi Multi Multi: 34265 Single: 2286 Maximum temperature: 55 degrees, regardless of low voltage, the single performance did not move slightly.It is often said to be explosive heat, but I think that is an operation method."
1369,1372,2023-08-31,5,82350,the United States,13900K,"The Intel Core i9-13900K Gaming Desktop Processor has completely redefined my gaming and computing experience, offering a level of performance that's truly in a league of its own. With an impressive 24 cores, this processor delivers raw power that translates into seamless gaming, multitasking, and content creation.  To start, the processing prowess of the Intel Core i9-13900K is jaw-dropping. The 24 cores and 48 threads make it a true powerhouse, capable of handling the most demanding tasks with ease. Whether it's immersive gaming, 3D rendering, video editing, or complex simulations, this processor doesn't break a sweat.  The gaming performance is a standout feature. With its high clock speeds and multithreading capabilities, the i9-13900K ensures buttery-smooth gameplay even in the most graphically intensive titles. The ability to run background applications without compromising gaming performance is a game-changer for streamers and content creators.  Multitasking reaches new heights with this processor. The 24 cores enable effortless switching between applications, ensuring a seamless workflow even with resource-hungry software. Whether I'm editing videos, running virtual machines, or working on complex projects, the processor's performance remains consistently impressive.  The Intel Core i9-13900K's compatibility with the latest technologies is worth noting. Support for PCIe 5.0 and DDR5 memory allows for lightning-fast data transfer speeds and optimal memory performance, further enhancing the overall computing experience.  Thermal management is another area where this processor shines. The advanced cooling solutions and efficient power consumption ensure that the processor maintains optimal temperatures under heavy loads, contributing to its long-term reliability.  In conclusion, the Intel Core i9-13900K Gaming Desktop Processor has exceeded my expectations in terms of performance, gaming prowess, multitasking capabilities, technology integration, and thermal management. Its 24 cores offer a level of processing power that's perfect for gamers, content creators, and professionals seeking exceptional performance across the board. If you're looking to elevate your gaming and computing experience to unprecedented heights, the Intel Core i9-13900K is undoubtedly a worthy investment. It has earned my highest praise and has become the centerpiece of my high-performance desktop setup."
1370,1373,2024-02-20,5,82350,Canada,13900K,"I bought an identical 1 year ago and it worked very well until a month ago.For I don't know what reason he stopped working and I had to replace it.For the moment, it works well.Hoping that it will last last more than a year this time.Have I only been unlucky or is there a problem with this CPU ??????"
1371,1374,2022-12-27,5,82350,Japan,13900K,"We were considering operations using silent CPU fans (NOCTUA NH-D15), but it exceeded 100 degrees if we continued to apply high load.By introducing simple water cooling (CELSIUS S36), you can maintain 80 degrees even if it is high.If you are considering air cooling, be careful.Geekbench 5 Score Single-Core Score: 2164 Multi-Core Score: 21335"
1372,1375,2023-01-31,5,82350,Japan,13900K,"You can afford air -cooled (a cooler of about 5000 yen of thermal light) by just playing with the voltage a little.It is around 80 degrees even if the load is applied for about 10 minutes.It hardly gets hot in a game.R23 bench score is about 37,000 due to voltage restriction, but it does not have an effect because it is used.By the way, if it is water -cooled, it will be a little more voltage, so it will be about 40,000.The LGA1700 had a CPU sled problem, but I chewed a thin washer on the screw part of the socket, applied the light and a ruler, but there was no problem at all."
1373,1376,2023-02-27,5,82350,Mexico,13900K,"I would wait for the new Lake meteor to come out if someone is thinking about buying it in 2023, either to buy meteor Lake or to wait for it to go down a little price"
1374,1377,2024-03-14,5,82350,Canada,13900K,"This thing is a beast. I don't even need to overclock it. It's amazing how fast it can actually do everything I throw at it. 3D rendering, zipping folders, Unreal Engine 5.0 works, installing big softwares..anything. Add a liquid cooling system and this thing will do anything you ask it to without problems."
1375,1378,2024-05-16,5,82350,the United States,13900K,"I’m running a 360 AIO, under volted. Idle temp 25°C Underload it doesn’t get above 60c. Renders out projects really fast."
1376,1379,2024-04-15,4,82350,Japan,13900K,It arrived earlier than planned and was saved!
1377,1380,2023-07-18,5,82350,the United States,13900K,"The Intel Core i9-13900K is undeniably a top-tier processor that showcases unparalleled performance and technological excellence. However, it's essential to acknowledge that this exceptional power comes with a premium price tag. While the Intel Core i9-13900K may be considered expensive, the performance it delivers makes it a compelling option for those who demand the absolute best from their computing experience.  Let's address the elephant in the room first: the cost. The i9-13900K is indeed one of the higher-priced processors on the market. This means it may not be the most budget-friendly choice for all users, especially for those whose computing needs aren't as resource-intensive. However, for professionals, enthusiasts, and gamers who rely on cutting-edge performance to tackle demanding workloads and push their creativity to the limits, the i9-13900K's price begins to justify itself.  With its impressive 16 cores and 32 threads, this processor shines in multitasking scenarios and content creation tasks. Video rendering, 3D modeling, and heavy computation become swift and seamless experiences, reducing project turnaround times and boosting overall productivity.  Gaming enthusiasts will be delighted with the i9-13900K's prowess in delivering breathtaking gaming performance. Its native support for DDR5 memory and PCIe 5.0 ensures faster data access and transfer, leading to quicker load times and smoother gameplay, which enhances the gaming experience to a whole new level.  The processor's unlocked multiplier empowers overclockers to maximize its potential further, catering to those who love to tweak and fine-tune their systems for optimal performance. With Intel's Turbo Boost Technology 4.0, you'll experience intelligent performance adjustments, optimizing efficiency when required and delivering maximum power when needed.  Furthermore, Intel's 10nm SuperFin process technology contributes to the i9-13900K's energy efficiency, ensuring that it provides a balance between power and consumption, which is especially vital for environmentally-conscious users.  In conclusion, the Intel Core i9-13900K may have a higher price point, but it delivers a level of performance that leaves competing processors trailing in its wake. While not everyone might find it within their budget, for those seeking the absolute pinnacle of computing capabilities, the i9-13900K is an investment worth considering. If performance and cutting-edge technology are your top priorities, this processor will undoubtedly elevate your computing experience to new heights, making it a worthy 5-star choice despite its cost."
1378,1381,2024-05-31,3,82350,Canada,13900K,"We set up multiple computing servers to run heavy video processing algorithms essentially continuously everyday - to make a long story short, we liked how fast this ran compared to the i7-11th gen we had from before.  The surprising thing is one day among 8 essentially identical machines, we noticed one desktop that seemed much hotter than the others. We hooked up measurement of power draw and temperature readings of the CPUs and was shocked that this one was drawing 450W as others were showing < 200W. And temperature went up to 100C while the others were at 70C.  One system had a glitch where if you ran python and import numpy, it would reboot. We determined the problem was that PSU only supported +12V rail at 20A. We switched to a 600W PSU that supports +12V @50A and it worked flawlessly. So watch out that your PSU supplies sufficient amps at +12V.  Ordered a replacement, replacement brand new would not boot up. We swapped back old CPU from, and it boots up but runs hot again. This one we had to reduce workload to 75% of other systems to cool it down.  So 2 out of 10 desktops are defective This is a huge surprise. These systems had no GPU, only motherboard, 64GB of DDR5, and an SSD. Has anyone else seen this?"
1379,1382,2024-03-22,4,82350,the United States,13900K,"Got it for my gaming machines, but all my games crashes when trying to play."
1380,1383,2023-12-29,4,82350,the United States,13900K,"This CPU unit is a beast, upgraded from a i7 8700k...the improvement was HUGE. Doubled my FPS in WoW, and there is no more lag! Nevertheless, after 6 months of regular use, it started failing...many kernel errors until it finally became useless. I could, somehow, return it to INTEL (from Perú to USA). Great support outside US...but such a complex and expensive unit cannot fail that quickly without heavy usage, at least in my opinion."
1381,1384,2023-02-22,5,82350,the United States,13900K,"I got this and a new DDR5 motherboard with Z690 chipset. It didn't boot when I set it all up. It turns out the Z690 needs a BIOS update to work with this CPU. Luckily I had an older i7 that worked on this motherboard. I dropped it in and it booted, then I did the BIOS update. After that it boots this CPU just fine. Before this I was a die-hard AMD supporter. I had 5950x with 16 cores, 32 threads, and 72MB of cache. But, it just doesn't compete with this i9. I haven't tried the 7950x, but I read that the P-cores just blow away the AMD cores. Even with less cache. The setup of 8 performance cores, and 16 efficiency cores just works. It stays much cooler than earlier i9's and the AMD. I use a water cooler, but it's not required. Nothing slows this down when paired with DDR5. I wish the AMD was better, I like the company more. But, I want the best of the best, and as of today there is nothing better than this available. If you game, or do graphics, or anything on your PC this is the CPU for you. It will NOT disappoint.  A word on the X790 chipset. You would think they will have better performance because they are newer. They don't. They will work with the i9 no matter what, while the Z690 might need a BIOS update. They have one more USB port. But otherwise there is no benefit to getting Z790 and they cost a LOT more. So, if you have the ability to use an older CPU to flash the bios, or find one that is new enough that it doesn't need the update, this CPU will be great."
1382,1385,2023-11-14,5,82350,the United States,13900K,"I really like this CPU and it has worked well for my needs. Many had the issue of overheating, throttling and even bending in some instances. I have not experienced any of this since I knew exactly what settings needed adjusted in the BIOS to keep this monster CPU running cool. It seems that motherboard manufacturers tend to turn these up way past their limits by default and that was what caused all the issues. All you need to to is look up the specs for your CPU and setup the BIOS of your motherboard accordingly.  I am using the Aorus Waterforce X 280 with Artic MX-6 Thermal Paste just in case you are curious. This has also been installed on the GIGABYTE Z790 AORUS Elite AX motherboard.  As long as you set this up correctly you will not have any issues and will get a great performing CPU."
1383,1386,2024-02-05,5,82350,the United States,13900K,"I did end up returning it because of a motherboard issue. I do have a 12900k, and many other types and they all perform as expected. I would recommend Intel processors to those looking for something for general all around performance. As the 14900k and 13900k are basically the same, I would say get this one unless you can find the 14900k for the same price."
1384,1387,2023-09-28,4,82350,the United States,13900K,"Using Phantek Glacier D30 360mm cooler, during heavy stress load it gets around 82-84C. Just gaming in heavy modded Skyrim, FFXIV, and Total Warhammer 3 stays around 50-55C.  Those complaining about temps higher than that while just gaming likely do not have their cooler mounted properly or too low end of a cooler.  Make sure coolers plastic film is removed from metal block if it has that, apply plenty of thermal paste if cooler doesnt come pre applied with any, and evenly screw on the mounting screws to keep pressure as evenly as possible till all are set."
1385,1388,2023-09-19,5,82350,the United States,13900K,"When it comes to going over the top for a PC upgrade, this CPU is the undisputed heavyweight champion. I, too, dabble in video editing, 3D modeling, and an array of demanding tasks, and let me tell you, this powerhouse just devours them with sheer gusto. Paired with a Kraken water cooler, it operates like a well-oiled machine, showing absolutely no signs of throttling, even under the most intense workloads. And as for those so-called ""CPU-intensive"" games, well, they might as well be child's play for this beast. If you're seeking the best of the best, look no further – this CPU is the crown jewel in the kingdom of processors, and it's here to make your computing dreams come true. It's not just top-tier; it's top of the world, and it laughs in the face of anything you throw its way. A true marvel of technology that's worth every penny!"
1386,1389,2023-08-10,5,82350,the United States,13900K,"This processor is a beast especially paired with gtx 4090 graphics card. I can edit videos and play games both at 4K settings together no problem and it doesn’t generate that much heat either. I previously had a 2080ti paired with 6900k and was very happy with it until everyone was transitioning to 4K so sadly I had to retire my old build. Just a heads up to anyone who plans to pair 13900k with 4090, don’t be a smartass and try to put it in small case, you will regret it later. I personally recommend big case with high airflow like fractal design torrent mid size atx but if you don’t want to spend too much money on graphics card and happy with getting something like 4060 then you can get the nano version of fractal torrent. Good luck gamers and editors. Just remember if gaming is the only thing you do then no point spending this much just go a step down on processor. AMD processors are better if gaming is the only thing you do."
1387,1390,2024-02-16,5,82350,the United States,13900K,this is a beast of a CPU this thing destroys anything you can throw at it.can download surf the net while gaming and it doesnt bat a eye.and she runs much cooler than the tubers are showing turn your volts to 1.37v and done. Amazing power !!!
1388,1391,2023-05-15,5,82350,the United States,13900K,"It’s so good, and that makes sense since it’s top of the line right now (imagine that.) Going from my 9900k to this was like a spiritual enlightening but ALSO I must add this is totally unnecessary unless you’ll be working with heavy loads, unreal engine, 4k video editing and streaming, 4k gaming, or anything that requires overclocking.  Buying this bad boy will future proof your computer for now, BUT there are very few people who NEED this kind of cpu. If you’re shopping for your build right now and considering this, if it’s in the budget and you want something that’ll handle literally whatever you want then yes, this is great. But just remember, whatever you want might not be as intense as this thing accounts for.  Now that I’ve warned you about not needing this; let me just say how happy I am that I got it. I do a lot of 4k editing and streaming and there is no issue, runs smoothly and efficiently (does get hot though) if you’ve got a good cooler on this then you’ll be good to go for a long time."
1389,1392,2023-02-24,5,82350,the United States,13900K,"I bought two of these from Amazon after one from another vendor failed to POST. Both worked the first time. Do you need 24 cores for games? Most games use 4 or 6 cores max, so probably not. Video editing can benefit from the extra cores. Intel supports XMP (extreme memory profile) and this processor is unlocked (it can be overclocked). Overclocking increases the power consumption and heat; therefore, one needs a robust cooling solution. Overclocking can void your warranty which is strange since Intel allows and even promotes overclocking with the Intel Extreme Tuning Utility. I have the NZXT Kraken x 73 RGB liquid cooler. With the NZXT CAM software you can see the CPU (and GPU) temperatures and control the fan speeds, reducing the risk of damaging the processor. While idling (at 5.5 GHz) the CPU temperature is 30 C. Under a 50% load or overclocked the temperatures are below 60 C. Pros: Good for video editing Cons: A bit pricey for a gaming computer. Don't overclock without monitoring temperatures to keep below 60 C."
1390,1393,2024-02-05,5,82350,the United States,13900K,"Installation is easy. It does run a little hot so you need a good cooler. I use a dedicated all-in-one water solution from corsair, and the package temp never exceeds 75."
1391,1394,2023-12-25,5,82350,the United States,13900K,"As per benchmarks, this CPU performs way better than AMD 7950x3D. Although, you will just get 3-4 frames higher while gaming in AMD 7950x3D CPU but what's the point? Intel is still leading in single core score! Power consumption is almost same. Intel is Apple and AMD is Android. End of story!"
1392,1395,2023-03-11,4,82350,the United States,13900K,"This thing puts enough heat out to power a thermal generator, and I really am not kidding. Water cooling ONLY unless you want to melt your board or destroy the high dollar part. I would also recommend a large radiator too, 3 fan coverage. This thing is an excellent space heater.  Outclasses thread ripper by almost double its paces per benchmarking in multicore. Handles everything I throw at it then yawns at me as if it was boring and mediocre work.  Simply put, leader of the pack right now and handles literally anything I’ve tried to hit it with, even running multiple games at once (when combined with a good GPU, naturally).  I have zero complaints. I’ve learned to hate a lot of intel items over the years, but this truly is a marvel."
1393,1396,2024-02-12,5,82350,the United States,13900K,the delivery went well and arrived on time. the product conforms and meets my needs.
1394,1397,2024-03-02,5,82350,the United States,13900K,EXCELLENT PRODUCT
1395,1398,2023-05-29,5,82350,the United States,13900K,"Excellent processor. It is a beast in gaming and in productivity, for the price I believe is unrivaled. Beware that you should separately buy a CPU Cooler because it does not come with one. Also beware that most Motherboards nowadays put no restraints to this processor in the BIOS, so they let it draw unlimited power and with that comes a very hot temperature limit. For example I'm using an 360mm AIO cooler and with the stock motherboard settings of my AORUS ELITE AX when running cinebench it reaches 100°C within 12 seconds of starting. Of course this temperature is only seen in stress tests and never during games (there, the max I've seen the CPU get is 67°C) but is something to be aware of. All in all happy with this beast"
1396,1399,2023-10-04,5,82350,the United States,13900K,"Probably more than what I need for gaming, maybe I should have gotten a 13700k instead to run a little cooler. This gets HOT on my Dark Rock Pro 4. I want to get a 360mm AIO to help cool this. I ruined a motherboard trying to use a contact frame, afraid to use one again. Contact frame went in the trash, so another motherboard would not. Using the stock CPU holder/ loading mechanism."
1397,1400,2023-06-28,5,82350,the United States,13900K,"If it have the money to spare and want a processor that'll last you at least 5 years (and are a power user like I am) its a good choice. But most people say the advantages over the 13700k aren't worth it to most users.  If you're just using the PC as a high-end gaming rig an i7-13700k is more than enough even with a 4090 GPU. This processor is designed to benefit more advanced users so I'd save the 150$ and get the cheaper 13700k. Also this processor is notoriously hot, so a beefy noctua air cooler or preferably a 280mm+ watercooler AIO is necessary (especially for overclocking)."
1398,1401,2024-02-07,5,82350,the United States,13900K,Run smoothly and cool. Great value
1399,1402,2023-07-02,1,82350,the United States,13900K,"It worked fine for 6 months, then i start running into Error Code 0xC0000005 with lots of various applications in Windows 11. I figure it was after an update and they turned on some security thing, and I dissabled all the security stuff and still running into issues. I reset the OS, still issues, I do a fresh clean install, still issues. I try replacing the memory, still issues. I try installing win 11 with a different boot installer, still issues. I try windows 10.... still issues. I try reinstalling it 2 more times, still the same issue.  I decide to go to Micro Center to have them diagnose the issue, while i am there, their windows 10 install crashes with the same error code. They take it in, and in 2 days message me saying its the CPU. They tried the CPU in a different motherboard and the issue still shows up. So, i go and pick up the machine.  I try to file a warrenty claim with Intel, but their login system was broken for a week, so I had to chat with a support person. We spend 1 hour typing about the issue. I send him screenshots of the CPU itself, the text from Microcenter, the recepit from Amazon, screenshot of the Bios showing all my hardware information, a screenshot of the recepit from microcenter, a screenshot of the error code.  I wait a week or so, i can finally log into Intel website, and i dont see a support ticket. I open up chat again, i tell them my ticket and they tell me that it wasnt assigned to an email address. They assign it and forward the support response to me.  And the response says, they cant contact Microcenter to confirm it. And that its not a CPU issue anyways because that code is due to an OS issue.  An OS issue. I ask them to reiterate their point, because if its an OS issue, that means they dont believe me and Microcenter. I also pointed out again that i have installed Windows 10 and 11 at least 5 times.... and they respond with, i need documentation from Microcenter. So, they dont believe me and they believe this is an OS issue still.  It has been 11 days and they wont move forward unless I send the documentation from Micro Center now.  Works great, but hope you never have to file a warrenty claim because its going to take at least a month and thats if your lucky."
1400,1403,2023-09-28,5,82350,the United States,13900K,"If youre going with an AIO get a 360mm cooler. I tried using a 240mm and it just wasnt enough to cool the CPU during some Starfield. That out of the way, this thing is seriously impressive. Even with how un optimized some of these new games are, I have never seen anything use it beyond 80% other than some CPU specific tasks."
1401,1404,2024-01-22,5,82350,the United States,13900K,It works as intended. Needed the upgrade.
1402,1405,2022-11-28,5,82350,the United States,13900K,"i9-13900K or KF. Fast install onto a Supermicro Board x13SAE-f with server memory with IPMI for remote access or an Asus Board such as Z690-f with DDR5 where you can buy an IPMI attachment, and it throttles rather than crashes when it overheats. Or just for gaming and office use this CPU beats everything else to date. Buy one now and if you have an i9-12900K or KF sell it. Pay attention to the necessary new BIOS install. Not one crash to date but occasional throttling down when stressed as CPU temperature gets too high occurs now and again but not very often and sure stronger Air Fan or water cool fix that if it bothers you. Same thing happens on my more than twice the price Thread Ripper 3970x and not a big deal. This a server class CPU."
1403,1406,2023-02-07,5,82350,the United States,13900K,"The Intel Core i9-13900K Desktop Processor is just a fantastic super-fast processor that does have 24 cores when needed for heavy applications. Get yourself an AIO cooler like the Artic Freezer II 360 size and you're all set. No real need to overclock this CPU. It also works great for heavy applications and gaming. Has plenty of fast L 3 cache on die so there's no delay or speed issues. It also runs my Team Group DDR 5 7800Mhz ram with no problem on my Maximus Z790 Hero chipset Motherboard. Wanted to get the EVGA Z790 Kingpin motherboard but it sells out very fast within minutes. Great CPU and I'm very happy that I've bought the Intel 13900K. Hands down, this will be a great for 5-6 years to easily and maybe longer."
1404,1407,2024-02-18,5,82350,the United States,13900K,Play Video Very gooood
1405,1408,2023-06-06,5,82350,the United States,13900K,I had an issue with my computer not posting and after taking it to Best Buy for a diagnostic report; I was told that my motherboard or cpu was bad. I sent both back. Turns out it was the motherboard not the cpu that was the issue. Even though they are entitled to up to 20 or so percent as a stocking fee they were generous enough to give me a full refund. I appreciate this kind of service and hope you wont hesitate to reach out if you have an issue.
1406,1409,2023-01-02,4,82350,the United States,13900K,"It comes with CPU only in a box & without a Fan, so you need to buy an LGA1700 Fan Support, it running Quit Good, but not the Greatest yet for RTX 4090, 4080, because the GPU usage will reach 95-98, it doesn't go %99 all the times so there's a bit of CPU bottleneck even at 4K Resolution & it gets even worst CPU bottleneck in 1440p or 1080p, so i think the Core i9-14900K or 15900K will get the job done no CPU bottleneck, i used this with ASUS ROG Strix Z790-F Gaming DDR5 it works great! Thanks to the seller is Trusted!"
